###=============================================================================================
# Coilaco-, Guampoe & Trancura river individual predation event data,
# used in the Gilljam et al AER v.45 chapter.
# 
# CSV-format:
# [Predator ID] [Predator Unique ID] [Predator mass] [Prey ID] [Prey mass] [Locality] [Season]
#
# Note that individual predators can have several prey, ie be represented on several rows,
# having the same Predator Unique ID.
#
# Some predation events lacked data about prey in the original data set. These events are removed.
#
# Data originally from 	David Figueroa
# Reformatted by		David Gilljam (david.gilljam@liu.se)
###=============================================================================================

"","predID","predUniqueID","predMass","preyID","preyMass","locality","season"
"182","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 9.744842",9.744842,"Ceratoperla schwabei (Illies)",0.533322,"Guampoe",NA
"183","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 1.932944",1.932944,"Meridialaris diguillina (Demoulin)",0.281219,"Guampoe",NA
"184","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 4.174726",4.174726,"Aubertoperla sp (Illies)",0.03604,"Guampoe",NA
"185","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 4.174726",4.174726,"Pictetoperla gayi (Pictet)",3.657232,"Guampoe",NA
"186","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 4.174726",4.174726,"Ceratoperla schwabei (Illies)",1.150273,"Guampoe",NA
"187","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 4.174726",4.174726,"Klapoteryx armillata (Navás)",0.008265,"Guampoe",NA
"188","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 4.174726",4.174726,"Brachycentridae Gen. Sp",0.25849,"Guampoe",NA
"189","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 4.174726",4.174726,"Aubertoperla sp (Illies)",0.001807,"Guampoe",NA
"190","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 0.899731",0.899731,"Meridialaris diguillina (Demoulin)",0.012418,"Guampoe",NA
"191","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 0.750268",0.750268,"Orthocladius sp4",0.237552,"Guampoe",NA
"192","Polycentropodidae Gen. Sp","Polycentropodidae Gen. Sp 0.188114",0.188114,"Thienemaniella sp",0.031701,"Guampoe",NA
"193","Polycentropodidae Gen. Sp","Polycentropodidae Gen. Sp 0.188114",0.188114,"Eukiefierella sp",0.000724,"Guampoe",NA
"194","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.324724",0.324724,"Eukiefierella sp",0.237552,"Guampoe",NA
"195","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.324724",0.324724,"Smicridea chilensis (Navás)",0.174281,"Guampoe",NA
"196","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.324724",0.324724,"Andesiops peruviana (Ulmer)",0.455413,"Guampoe",NA
"197","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.324724",0.324724,"Aubertoperla sp (Illies)",0.050878,"Guampoe",NA
"198","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.064941",0.064941,"Antarctoperla michaelseni (Klapalek)",0.07094,"Guampoe",NA
"199","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.064941",0.064941,"Oligochaeta",0.145836,"Guampoe",NA
"200","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.064941",0.064941,"Thienemaniella sp",0.001127,"Guampoe",NA
"201","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.064941",0.064941,"Diamesa sp2",0.237552,"Guampoe",NA
"202","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.393727",0.393727,"Diamesa sp1",0.231736,"Guampoe",NA
"203","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.393727",0.393727,"Orthocladius sp2",0.104148,"Guampoe",NA
"204","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.393727",0.393727,"Diamesa sp2",0.020093,"Guampoe",NA
"205","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.393727",0.393727,"Orthocladius sp2",0.001125,"Guampoe",NA
"206","Diamphipnoa sp (Gerstaecker)","Diamphipnoa sp (Gerstaecker) 0.889312",0.889312,"Diamesa sp1",0.117522,"Guampoe",NA
"207","Diamphipnoa sp (Gerstaecker)","Diamphipnoa sp (Gerstaecker) 0.889312",0.889312,"Eukiefierella sp",0.001051,"Guampoe",NA
"208","Diamphipnoa sp (Gerstaecker)","Diamphipnoa sp (Gerstaecker) 0.889312",0.889312,"Rheocricotopus sp",0.002075,"Guampoe",NA
"209","Diamphipnoa sp (Gerstaecker)","Diamphipnoa sp (Gerstaecker) 0.889312",0.889312,"Gymnomectrionema sp",0.124143,"Guampoe",NA
"210","Diamphipnoa sp (Gerstaecker)","Diamphipnoa sp (Gerstaecker) 0.889312",0.889312,"Smicridea chilensis (Navás)",0.463561,"Guampoe",NA
"211","Diamphipnoa sp (Gerstaecker)","Diamphipnoa sp (Gerstaecker) 0.889312",0.889312,"Orthocladius sp4",0.143567,"Guampoe",NA
"212","Diamphipnoa sp (Gerstaecker)","Diamphipnoa sp (Gerstaecker) 0.889312",0.889312,"Spercon (water mite)",2.299495,"Guampoe",NA
"213","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 0.178461",0.178461,"Thienemaniella sp",0.015996,"Guampoe",NA
"214","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 0.250212",0.250212,"Thienemaniella sp",0.075508,"Guampoe",NA
"215","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 0.250212",0.250212,"Spercon (water mite)",1.658049,"Guampoe",NA
"216","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 0.170543",0.170543,"Eukiefierella sp",0.003648,"Guampoe",NA
"217","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 0.14813",0.14813,"Massartellopsis sp (Demoulin)",0.003303,"Guampoe",NA
"218","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 0.134276",0.134276,"Diamesa sp1",0.00884,"Guampoe",NA
"219","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 21.704979",21.704979,"Orthocladius sp2",0.143567,"Guampoe",NA
"220","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 21.704979",21.704979,"Orthocladius sp2",0.025335,"Guampoe",NA
"221","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 21.704979",21.704979,"Orthocladius sp2",0.084383,"Guampoe",NA
"222","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 21.704979",21.704979,"Thienemaniella sp",0.230817,"Guampoe",NA
"223","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 21.704979",21.704979,"Thienemaniella sp",0.089256,"Guampoe",NA
"224","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 9.793249",9.793249,"Orthocladius sp2",0.143567,"Guampoe",NA
"225","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 9.793249",9.793249,"Orthocladius sp1",0.025335,"Guampoe",NA
"226","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 9.793249",9.793249,"Smicridea chilensis (Navás)",1.867415,"Guampoe",NA
"227","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 9.793249",9.793249,"Diamesa sp2",0.100257,"Guampoe",NA
"228","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 9.793249",9.793249,"Diamesa sp1",0.054875,"Guampoe",NA
"229","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 9.793249",9.793249,"Orthocladius sp1",0.084383,"Guampoe",NA
"230","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 1.327955",1.327955,"Eukiefierella sp",0.006124,"Guampoe",NA
"231","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 1.327955",1.327955,"Diamesa sp1",0.054875,"Guampoe",NA
"232","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 1.327955",1.327955,"Deceptiviosa torrens (Lugo-Ortiz & McCafferty)",0.117881,"Guampoe",NA
"233","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 1.327955",1.327955,"Orthocladius sp1",0.015996,"Guampoe",NA
"234","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 1.327955",1.327955,"Diamesa sp1",0.009404,"Guampoe",NA
"235","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 1.327955",1.327955,"Orthocladius sp1",0.015996,"Guampoe",NA
"236","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 5.185665",5.185665,"Thienemaniella sp",0.143567,"Guampoe",NA
"237","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 5.185665",5.185665,"Chironominae Gen. sp1",0.021591,"Guampoe",NA
"238","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 5.185665",5.185665,"Orthocladius sp1",0.025335,"Guampoe",NA
"239","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 1.06896",1.06896,"Chironominae Gen. sp1",0.117522,"Guampoe",NA
"240","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 1.06896",1.06896,"Orthocladius sp1",0.375529,"Guampoe",NA
"241","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 0.695702",0.695702,"Orthocladius sp2",0.006124,"Guampoe",NA
"242","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 0.695702",0.695702,"Orthocladius sp1",7e-06,"Guampoe",NA
"243","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 0.695702",0.695702,"Spercon (water mite)",0.744834,"Guampoe",NA
"244","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 1.259382",1.259382,"Thienemaniella sp",0.143567,"Guampoe",NA
"245","Rhyacophilida Gen sp3","Rhyacophilida Gen sp3 0.526588",0.526588,"Orthocladius sp1",0.143567,"Guampoe",NA
"246","Rhyacophilida Gen sp3","Rhyacophilida Gen sp3 0.526588",0.526588,"Spercon (water mite)",4.770195,"Guampoe",NA
"247","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 0.122658",0.122658,"Orthocladius sp1",0.089256,"Guampoe",NA
"248","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 0.122658",0.122658,"Thienemaniella sp",0.015996,"Guampoe",NA
"249","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 0.122658",0.122658,"Diamesa sp2",0.025335,"Guampoe",NA
"250","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 8.102787",8.102787,"Orthocladius sp3",0.052407,"Guampoe",NA
"251","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 8.102787",8.102787,"Diamesa sp2",0.104096,"Guampoe",NA
"252","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 10.411461",10.411461,"Orthocladius sp1",0.00269,"Guampoe",NA
"253","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 10.411461",10.411461,"Orthocladius sp2",0.230817,"Guampoe",NA
"254","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 10.871709",10.871709,"Chironominae Gen. sp1",0.117522,"Guampoe",NA
"255","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 10.871709",10.871709,"Diamesa sp2",0.143567,"Guampoe",NA
"256","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 10.871709",10.871709,"Orthocladius sp1",0.060391,"Guampoe",NA
"257","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 10.871709",10.871709,"Orthocladius sp1",0.052407,"Guampoe",NA
"258","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 1.259382",1.259382,"Thienemaniella sp",0.089256,"Guampoe",NA
"259","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.017207",0.017207,"Orthocladius sp1",0.00269,"Guampoe",NA
"260","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.027076",0.027076,"Orthocladius sp2",0.00884,"Guampoe",NA
"261","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 0.787997",0.787997,"Orthocladius sp1",0.000421,"Guampoe",NA
"262","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 0.787997",0.787997,"Diamesa sp2",0.000362,"Guampoe",NA
"263","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 0.787997",0.787997,"Orthocladius sp1",0.010676,"Guampoe",NA
"264","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 0.787997",0.787997,"Orthocladius sp2",0.17811,"Guampoe",NA
"265","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 0.829584",0.829584,"Eukiefierella sp",0.000138,"Guampoe",NA
"266","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 1.212568",1.212568,"Diamesa sp1",0.010676,"Guampoe",NA
"267","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 1.212568",1.212568,"Copepod (Harpacticoideo)",0.000133,"Guampoe",NA
"268","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 1.212568",1.212568,"Spiders",0.483503,"Guampoe",NA
"269","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 1.212568",1.212568,"Eukiefierella sp",0.016764,"Guampoe",NA
"270","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 1.212568",1.212568,"Thienemaniella sp",0.010676,"Guampoe",NA
"271","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 1.212568",1.212568,"Chironominae Gen. sp1",0.03786,"Guampoe",NA
"272","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 1.159642",1.159642,"Orthocladius sp1",0.004968,"Guampoe",NA
"273","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 1.159642",1.159642,"Thienemaniella sp",0.041754,"Guampoe",NA
"274","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 1.322924",1.322924,"Tvetenia c.f. calvecens",0.17811,"Guampoe",NA
"275","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 1.322924",1.322924,"Thienemaniella sp",0.122482,"Guampoe",NA
"276","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 1.322924",1.322924,"Orthocladius sp1",0.003925,"Guampoe",NA
"277","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 1.159642",1.159642,"Orthocladius sp2",0.17811,"Guampoe",NA
"278","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 1.159642",1.159642,"Eosericostoma sp",0.969576,"Guampoe",NA
"279","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 1.159642",1.159642,"Orthocladius sp1",0.002273,"Guampoe",NA
"280","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 0.634844",0.634844,"Eukiefierella sp",3.8e-05,"Guampoe",NA
"281","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 0.634844",0.634844,"Andesiops peruviana (Ulmer)",0.000788,"Guampoe",NA
"282","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 0.230836",0.230836,"Meridialaris diguillina (Demoulin)",0.120777,"Guampoe",NA
"283","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 1.159642",1.159642,"Thienemaniella sp",0.107282,"Guampoe",NA
"284","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 1.159642",1.159642,"Podonominae",0.001241,"Guampoe",NA
"285","Klapoteryx armillata (Navás)","Klapoteryx armillata (Navás) 0.257952",0.257952,"Chironominae Gen. sp1",0.000724,"Guampoe",NA
"286","Klapoteryx armillata (Navás)","Klapoteryx armillata (Navás) 0.146675",0.146675,"Orthocladius sp1",4e-06,"Guampoe",NA
"287","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 6.0808",6.0808,"Orthocladius sp3",0.050006,"Guampoe",NA
"288","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 6.0808",6.0808,"Spercon (water mite)",0.394397,"Guampoe",NA
"289","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 6.0808",6.0808,"Thienemaniella sp",0.121855,"Guampoe",NA
"290","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 6.0808",6.0808,"Orthocladius sp1",0.122482,"Guampoe",NA
"291","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 6.0808",6.0808,"Eukiefierella sp",0.015645,"Guampoe",NA
"292","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 6.0808",6.0808,"Orthocladius sp3",0.028625,"Guampoe",NA
"293","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.563454",0.563454,"Orthocladius sp1",3.3e-05,"Guampoe",NA
"294","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.756001",0.756001,"Thienemaniella sp",0.000163,"Guampoe",NA
"295","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.496333",0.496333,"Eukiefierella sp",0.021773,"Guampoe",NA
"296","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.563454",0.563454,"Thienemaniella sp",0.099651,"Guampoe",NA
"297","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.279477",0.279477,"Eukiefierella sp",0.019161,"Guampoe",NA
"298","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.279477",0.279477,"Orthocladius sp1",0.000724,"Guampoe",NA
"299","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.464795",0.464795,"Thienemaniella sp",3.3e-05,"Guampoe",NA
"300","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.464795",0.464795,"Eukiefierella sp",0.001878,"Guampoe",NA
"301","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.405642",0.405642,"Orthocladius sp1",0.010676,"Guampoe",NA
"302","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 1.257297",1.257297,"Nousia delicata (Navás)",8e-06,"Guampoe",NA
"303","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 1.257297",1.257297,"Andesiops peruviana (Ulmer)",0.008749,"Guampoe",NA
"304","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 1.257297",1.257297,"Eubosmina (cladocera)",2.3e-05,"Guampoe",NA
"305","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 1.219532",1.219532,"Smicridea chilensis (Navás)",0.092633,"Guampoe",NA
"306","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 1.219532",1.219532,"Copepod (Harpacticoideo)",0.000225,"Guampoe",NA
"307","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 1.219532",1.219532,"Eubosmina (cladocera)",0.988519,"Guampoe",NA
"308","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.337874",0.337874,"Orthocladius sp1",0.005845,"Guampoe",NA
"309","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.337874",0.337874,"Eubosmina (cladocera)",0.988519,"Guampoe",NA
"310","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.337874",0.337874,"Copepod (harpacticoideo)",4.2e-05,"Guampoe",NA
"311","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.337874",0.337874,"Copepod (harpacticoideo)",3.2e-05,"Guampoe",NA
"312","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.337874",0.337874,"Andesiops peruviana (Ulmer)",0.285703,"Guampoe",NA
"313","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.337874",0.337874,"Eubosmina (cladocera)",0.016566,"Guampoe",NA
"314","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.337874",0.337874,"Eubosmina (cladocera)",0.006104,"Guampoe",NA
"315","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.03469",0.03469,"Orthocladius sp1",0.000138,"Guampoe",NA
"316","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.03469",0.03469,"Orthocladius sp1",6e-05,"Guampoe",NA
"317","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.043497",0.043497,"Eukiefierella sp",0.000138,"Guampoe",NA
"318","Limnephilidae Gen. sp","Limnephilidae Gen. sp 61.781902",61.781902,"Spercon (water mite)",2.883134,"Guampoe",NA
"319","Limnephilidae Gen. sp","Limnephilidae Gen. sp 61.781902",61.781902,"Orthocladius sp1",0.000724,"Guampoe",NA
"320","Limnephilidae Gen. sp","Limnephilidae Gen. sp 61.781902",61.781902,"Thienemaniella sp",0.07714,"Guampoe",NA
"321","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 0.003059",0.003059,"Orthocladius sp1",0.000362,"Guampoe",NA
"322","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 3.065218",3.065218,"Smicridea chilensis (Navás)",0.029428,"Guampoe",NA
"323","Ceratoperla schwabei (Illies)","Ceratoperla schwabei (Illies) 0.787997",0.787997,"Meridialaris diguillina (Demoulin)",0.125647,"Guampoe",NA
"324","Diamphipnoa sp (Gerstaecker)","Diamphipnoa sp (Gerstaecker) 0.65586",0.65586,"Simulium sp",0.901794,"Guampoe",NA
"325","Pictetoperla gayi (Pictet)","Pictetoperla gayi (Pictet) 0.367027",0.367027,"Orthocladius sp1",0.008228,"Guampoe",NA
"326","Klapoteryx armillata (Navás)","Klapoteryx armillata (Navás) 1.177229",1.177229,"Orthocladius sp1",0.001939,"Guampoe",NA
"327","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 2.173035",2.173035,"Antarctoperla michaelseni (Klapalek)",0.003231,"Guampoe",NA
"328","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 3.322574",3.322574,"Orthocladius sp2",0.10477,"Guampoe",NA
"329","Rhyacophilida Gen sp3","Rhyacophilida Gen sp3 2.123842",2.123842,"Orthocladius sp1",0.097099,"Guampoe",NA
"330","Rhyacophilida Gen sp3","Rhyacophilida Gen sp3 0.722623",0.722623,"Meridialaris diguillina (Demoulin)",0.00151,"Guampoe",NA
"331","Rhyacophilida Gen sp3","Rhyacophilida Gen sp3 0.722623",0.722623,"Aubertoperla sp (Illies)",0.802227,"Guampoe",NA
"332","Rhyacophilida Gen sp3","Rhyacophilida Gen sp3 0.722623",0.722623,"Thienemaniella sp",0.014557,"Guampoe",NA
"333","Rhyacophilida Gen sp3","Rhyacophilida Gen sp3 0.104112",0.104112,"Meridialaris diguillina (Demoulin)",0.125647,"Guampoe",NA
"334","Rhyacophilida Gen sp3","Rhyacophilida Gen sp3 0.104112",0.104112,"Eukiefierella sp",0.195224,"Guampoe",NA
"335","Rhyacophilida Gen sp3","Rhyacophilida Gen sp3 0.251391",0.251391,"Thienemaniella sp",0.073517,"Guampoe",NA
"336","Rhyacophilida Gen sp3","Rhyacophilida Gen sp3 0.037855",0.037855,"Antarctoperla michaelseni (Klapalek)",0.04212,"Guampoe",NA
"337","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 0.322471",0.322471,"Limnoperla jaffueli (Navás)",0.250171,"Guampoe",NA
"338","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 0.322471",0.322471,"Orthocladius sp1",0.001084,"Guampoe",NA
"339","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 0.322471",0.322471,"Orthocladius sp1",0.121855,"Guampoe",NA
"340","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 575.904142",575.904142,"Thienemaniella sp",0.073517,"Guampoe",NA
"341","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 0.19211",0.19211,"Cricotopus sp",0.075508,"Guampoe",NA
"342","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 0.181562",0.181562,"Aubertoperla sp (Illies)",0.03604,"Guampoe",NA
"343","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 0.104112",0.104112,"Deceptiviosa torrens (Lugo-Ortiz & McCafferty)",0.098533,"Guampoe",NA
"344","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 0.104112",0.104112,"Nousia delicata (Navás)",0.277038,"Guampoe",NA
"345","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 0.018711",0.018711,"Simulium sp",0.402335,"Guampoe",NA
"346","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 0.011568",0.011568,"Diamesa sp1",0.004968,"Guampoe",NA
"347","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 0.004791",0.004791,"Andesiops peruviana (Ulmer)",0.008765,"Guampoe",NA
"348","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 0.004791",0.004791,"Eukiefierella sp",0.002274,"Guampoe",NA
"349","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 0.028492",0.028492,"Simulium sp",0.155489,"Guampoe",NA
"350","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 0.011568",0.011568,"Orthocladius sp1",0.10477,"Guampoe",NA
"351","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.613117",0.613117,"Aubertoperla sp (Illies)",0.027435,"Guampoe",NA
"352","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.613117",0.613117,"Meridialaris diguillina (Demoulin)",0.002059,"Guampoe",NA
"353","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.613117",0.613117,"Meridialaris diguillina (Demoulin)",0.001512,"Guampoe",NA
"354","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.613117",0.613117,"Aubertoperla sp (Illies)",0.008899,"Guampoe",NA
"355","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.613117",0.613117,"Orthocladius sp1",0.002274,"Guampoe",NA
"356","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.210321",0.210321,"Meridialaris diguillina (Demoulin)",0.050226,"Guampoe",NA
"357","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.210321",0.210321,"Aubertoperla sp (Illies)",0.103483,"Guampoe",NA
"358","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.210321",0.210321,"Simulium sp",0.006485,"Guampoe",NA
"359","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.210321",0.210321,"Orthocladius sp1",0.000724,"Guampoe",NA
"360","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.210321",0.210321,"Orthocladius sp3",0.173854,"Guampoe",NA
"361","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.043497",0.043497,"Orthocladius sp1",0.003925,"Guampoe",NA
"362","Brachycentridae Gen. Sp","Brachycentridae Gen. Sp 0.043497",0.043497,"Rheocricotopus sp",0.008353,"Guampoe",NA
"363","Polycentropodidae Gen. Sp","Polycentropodidae Gen. Sp 0.114512",0.114512,"Eukiefierella sp",0.002633,"Guampoe",NA
"364","Limoniinae Gen. sp","Limoniinae Gen. sp 1.048871",1.048871,"Meridialaris diguillina (Demoulin)",0.065055,"Guampoe",NA
"365","Limoniinae Gen. sp","Limoniinae Gen. sp 0.534695",0.534695,"Klapoteryx armillata (Navás)",0.028158,"Guampoe",NA
"366","Limoniinae Gen. sp","Limoniinae Gen. sp 0.386189",0.386189,"Limnoperla jaffueli (Navás)",0.000446,"Guampoe",NA
"367","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 2.059667",2.059667,"Ceratoperla schwabei (Illies)",3.007819,"Trancura",NA
"368","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 2.059667",2.059667,"Orthocladius sp1",0.241906,"Trancura",NA
"369","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 1.334583",1.334583,"Meridialaris diguillina (Demoulin)",0.000612,"Trancura",NA
"370","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 1.334583",1.334583,"Orthocladius sp1",0.241906,"Trancura",NA
"371","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 1.334583",1.334583,"Thienemaniella sp",0.124143,"Trancura",NA
